"","county","industry","medium","injury_type","injury_date","death","injuries"
"1038","苗栗縣","營造業","梯子等","墜落、滾落",2016-03-28,1,0
"1039","台中市","運輸及倉儲業","移動式起重機","墜落、滾落",2016-03-30,1,0
"1040","台北市","營造業","開口部分","墜落、滾落",2016-04-01,1,0
"1041","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2016-04-02,1,0
"1042","彰化縣","營造業","開口","墜落、滾落",2016-04-02,1,0
"1043","雲林縣","營造業","金屬材料","物體飛落",2016-04-03,1,0
"1044","基隆市","營造業","開口部分","墜落、滾落",2016-04-04,1,0
"1045","高雄市","製造業","鋼捲","被夾、被捲",2016-04-04,1,0
"1046","桃園市","批發及零售業","支撐架","物體倒塌、崩塌",2016-04-06,1,0
"1047","桃園市","營造業","開口部分","墜落、滾落",2016-04-06,1,0
"1048","彰化縣","製造業","易燃液體","爆炸",2016-04-06,1,0
"1049","桃園市","製造業","採光罩","墜落、滾落",2016-04-07,1,0
"1050","台中市","營造業","施工架","墜落、滾落",2016-04-07,1,0
"1051","台中市","營造業","其他電器設備","感電",2016-04-07,1,0
"1052","高雄市","製造業","進料螺桿","被夾、被捲",2016-04-10,1,0
"1053","高雄市","製造業","堆高機","被撞",2016-04-11,1,0
"1054","台中市","營造業","施工架","墜落、滾落",2016-04-13,1,0
"1055","台南市","營造業","屋頂、屋架樑","墜落、滾落",2016-04-13,1,0
"1056","嘉義縣","製造業","已包裝貨物","物體倒塌、崩塌",2016-04-14,1,0
"1057","新北市","營造業","其他(捲揚機)","物體飛落",2016-04-16,1,0
"1058","台中市","營造業","水","溺斃",2016-04-18,1,0
"1059","新北市","製造業","梯子等","墜落、滾落",2016-04-18,1,0
"1060","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2016-04-18,1,0
"1061","台中市","製造業","粉碎機","被夾、被捲",2016-04-19,1,0
"1062","新竹縣","製造業","梯子等","墜落、滾落",2016-04-20,1,0
"1063","桃園市","營造業","合梯","墜落、滾落",2016-04-20,1,0
"1064","南投縣","營造業","梯子等","墜落、滾落",2016-04-20,1,0
"1065","雲林縣","製造業","動力鏟類設備","被夾、被捲",2016-04-21,1,0
"1066","桃園市","製造業","上板架","物體飛落",2016-04-25,1,0
"1067","台北市","營造業","施工架","墜落、滾落",2016-04-25,1,0
"1068","宜蘭縣","其他服務業","堆高機","被撞",2016-04-26,1,0
"1069","桃園市","製造業","混合及粉碎機","被夾、被捲",2016-04-27,1,0
"1070","桃園市","營造業","營建物","物體倒塌、崩塌",2016-04-27,1,0
"1071","雲林縣","營造業","a字梯","墜落、滾落",2016-04-28,1,0
"1072","台中市","營造業","其他(混泥土泵送車延伸臂)","物體飛落",2016-04-28,1,0
"1073","桃園市","批發及零售業","起重機活塞","物體飛落",2016-04-28,1,0
"1074","新北市","營造業","木材、竹材","物體飛落",2016-04-29,1,0
"1075","台北市","支援服務業","無","跌倒",2016-05-03,1,0
"1076","南投縣","營造業","其他(高空工作車)","墜落、滾落",2016-05-03,1,0
"1077","雲林縣","營造業","開口部分","墜落、滾落",2016-05-04,1,0
"1078","中科","營造業","開口部分","墜落、滾落",2016-05-04,1,0
"1079","台中市","營造業","開口部分","墜落、滾落",2016-05-04,1,0
"1080","新北市","營造業","輸配電線路","感電",2016-05-04,1,0
"1081","桃園市","營造業","開口部分","墜落、滾落",2016-05-06,1,0
"1082","金門縣","營造業","工作台","溺斃",2016-05-06,1,0
"1083","花蓮縣","營造業","輸配電線路","感電",2016-05-07,1,0
"1084","台南市","製造業","升降機","墜落、滾落",2016-05-09,1,0
"1085","新北市","批發及零售業","合梯","墜落、滾落",2016-05-11,1,0
"1086","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2016-05-12,1,0
"1087","彰化縣","營造業","屋頂","墜落、滾落",2016-05-12,1,0
"1088","苗栗縣","專業、科學及技術服務業","輸配電線路","感電",2016-05-12,1,0
"1089","台南市","營造業","施工架","墜落、滾落",2016-05-12,1,0
"1090","南投縣","製造業","其他設備","墜落、滾落",2016-05-13,1,0
"1091","嘉義縣","營造業","施工架","墜落、滾落",2016-05-14,1,0
"1092","花蓮縣","營造業","開口部分","墜落、滾落",2016-05-17,1,0
"1093","台南市","營造業","支撐架","物體倒塌、崩塌",2016-05-17,1,0
"1094","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2016-05-19,1,0
"1095","台南市","農、林、漁、牧業","輸送帶","物體倒塌、崩塌",2016-05-20,1,0
"1096","桃園市","營造業","施工架","墜落、滾落",2016-05-22,1,0
"1097","高雄市","營造業","營建物","物體倒塌、崩塌",2016-05-22,1,0
"1098","彰化縣","營造業","起重機","墜落、滾落",2016-05-24,1,0
"1099","苗栗縣","製造業","其他","感電",2016-05-24,1,0
"1100","桃園市","營造業","工作台","墜落、滾落",2016-05-26,1,0
"1101","桃園市","營造業","移動式起重機","物體飛落",2016-05-27,1,0
"1102","高雄市","電力及燃氣供應業","施工架","物體倒塌、崩塌",2016-05-29,2,5
"1103","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-05-30,1,0
"1104","新北市","批發及零售業","機臺","物體飛落",2016-05-31,1,0
"1105","新竹縣","營造業","施工架","墜落、滾落",2016-05-31,1,0
"1106","新北市","營造業","開口部分","墜落、滾落",2016-06-03,1,0
"1107","新北市","營造業","營建物","墜落、滾落",2016-06-09,1,0
"1108","桃園市","營造業","營建物","墜落、滾落",2016-06-10,1,0
"1109","苗栗縣","營造業","開口部分","墜落、滾落",2016-06-11,1,0
"1110","台南市","製造業","其他設備(夾具機)","物體倒塌、崩塌",2016-06-14,1,0
"1111","高雄市","不動產業","水","溺斃",2016-06-16,1,0
"1112","新竹縣","營造業","屋頂、屋架、樑","墜落、滾落",2016-06-18,1,0
"1113","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2016-06-18,1,0
"1114","新北市","營造業","營建物","物體倒塌、崩塌",2016-06-19,1,0
"1115","新竹市","支援服務業","梯子等","墜落、滾落",2016-06-19,1,0
"1116","新北市","製造業","其他","感電",2016-06-20,1,0
"1117","彰化縣","製造業","走道開口","墜落、滾落",2016-06-21,1,0
"1118","苗栗縣","營造業","水","溺斃",2016-06-23,1,0
"1119","新北市","營造業","動力鏟類設備(怪手)","被撞",2016-06-24,1,0
"1120","新北市","營造業","升降機、提升機","物體飛落",2016-06-24,1,0
"1121","桃園市","營造業","輸配電線路","感電",2016-06-25,1,0
"1122","苗栗縣","製造業","破碎機","物體倒塌、崩塌",2016-06-25,1,0
"1123","桃園市","其他服務業","樹枝","與高溫、低溫之接觸",2016-06-26,0,3
"1124","高雄市","製造業","堆高機","物體倒塌、崩塌",2016-06-28,1,0
"1125","金門縣","製造業","營建物","物體飛落",2016-06-28,1,0
"1126","桃園市","製造業","一般動力機械(集棉機)","被夾、被捲",2016-06-29,1,0
"1127","台北市","營造業","其他(摩托車)","公路交通事故",2016-06-29,1,0
"1128","台北市","資訊及通訊傳播業","輸配電線路","感電",2016-06-30,1,0
"1129","高雄市","資訊及通訊傳播業","特殊環境等","與有害物等之接觸",2016-06-30,1,0
"1130","新北市","電力及燃氣供應業","鏟裝機","被撞",2016-07-01,1,0
"1131","高雄市","營造業","輸配電線路","感電",2016-07-02,1,0
"1132","桃園市","製造業","其他裝卸搬運機械","被夾、被捲",2016-07-02,1,0
"1133","新北市","用水供應及污染整治業","土砂岩石","物體倒塌、崩塌",2016-07-05,1,0
"1134","桃園市","製造業","開口部分","墜落、滾落",2016-07-06,1,0
"1135","桃園市","製造業","已包裝貨物(鋼管)","物體飛落",2016-07-06,1,0
"1136","新竹市","營造業","營建物","墜落、滾落",2016-07-07,1,0
"1137","苗栗縣","製造業","其他(十字旋轉盤)","被夾、被捲",2016-07-10,1,0
"1138","高雄市","製造業","金屬材料","物體倒塌、崩塌",2016-07-11,1,0
"1139","新竹市","製造業","開口部分","墜落、滾落",2016-07-11,1,0
"1140","經加處","營造業","支撐架","墜落、滾落",2016-07-11,1,0
"1141","南科","製造業","工作車","墜落、滾落",2016-07-13,1,0
"1142","新北市","電力及燃氣供應業","金屬材料","物體飛落",2016-07-13,1,0
"1143","屏東縣","電力及燃氣供應業","水","溺斃",2016-07-15,1,0
"1144","桃園市","製造業","玻璃材料","無法歸類者",2016-07-18,1,0
"1145","台中市","營造業","施工架","墜落、滾落",2016-07-18,1,0
"1146","新北市","支援服務業","營建物","物體倒塌、崩塌",2016-07-18,1,0
"1147","桃園市","製造業","碼頭","墜落、滾落",2016-07-19,1,0
"1148","花蓮縣","營造業","梯子等","墜落、滾落",2016-07-19,1,0
"1149","高雄市","運輸及倉儲業","其他","感電",2016-07-19,1,0
"1150","彰化縣","製造業","電線","感電",2016-07-20,1,0
"1151","高雄市","製造業","儲槽走道","被夾、被捲",2016-07-20,1,0
"1152","台南市","製造業","金屬材料","物體飛落",2016-07-20,1,0
"1153","苗栗縣","專業、科學及技術服務業","待查","墜落、滾落",2016-07-20,1,0
"1154","新北市","營造業","輸配電線路","感電",2016-07-20,1,0
"1155","高雄市","專業、科學及技術服務業","營建物","感電",2016-07-21,1,0
"1156","台南市","製造業","採光板","墜落、滾落",2016-07-22,1,0
"1157","高雄市","營造業","營建物","墜落、滾落",2016-07-25,1,0
"1158","台南市","農、林、漁、牧業","屋頂、屋架、樑","墜落、滾落",2016-07-25,1,0
"1159","新北市","營造業","其他設備","感電",2016-07-26,1,0
"1160","新竹縣","運輸及倉儲業","堆高機","被撞",2016-07-29,1,0
"1161","台南市","營造業","開口
部分","墜落、滾落",2016-07-29,1,0
"1162","彰化縣","營造業","開口部分","墜落、滾落",2016-07-29,1,0
"1163","高雄市","批發及零售業","屋頂、屋架、樑","墜落、滾落",2016-07-30,1,0
"1164","台中市","用水供應及污染整治業","其他媒介物(鋁板)","物體倒塌、崩塌",2016-07-30,1,0
"1165","台中市","營造業","金屬材料","物體飛落",2016-08-01,1,0
"1166","新北市","製造業","金屬材料","物體倒塌、崩塌",2016-08-01,1,0
"1167","雲林縣","營造業","屋頂","墜落、滾落",2016-08-01,1,0
"1168","高雄市","其他服務業","其他","物體倒塌、崩塌",2016-08-01,1,0
"1169","新北市","藝術、娛樂及休閒服務業","其他","溺斃",2016-08-02,1,0
"1170","竹科","製造業","貨物","物體倒塌、崩塌",2016-08-03,1,1
"1171","台東縣","公共行政及國防；強制性社會安全","金屬材料","墜落、滾落",2016-08-03,0,3
"1172","桃園市","支援服務業","其他(高壓清洗機)","感電",2016-08-03,1,0
"1173","台中市","製造業","固定式起重機","墜落、滾落",2016-08-05,1,0
"1174","高雄市","運輸及倉儲業","其他(載貨台)","墜落、滾落",2016-08-08,1,0
"1175","台中市","製造業","機台","火災",2016-08-09,1,1
"1176","新竹縣","製造業","鍋爐","爆炸",2016-08-10,0,4
"1177","苗栗縣","營造業","未包裝貨物","物體飛落",2016-08-12,2,1
"1178","苗栗縣","批發及零售業","輸配電線路","感電",2016-08-12,1,0
"1179","台中市","製造業","開口部分","墜落、滾落",2016-08-13,1,0
"1180","新北市","製造業","其他","物體破裂",2016-08-13,1,0
"1181","桃園市","營造業","開口部分","墜落、滾落",2016-08-14,1,0
"1182","南投縣","營造業","土砂岩石","物體飛落",2016-08-15,1,0
"1183","台北市","製造業","營建物","墜落、滾落",2016-08-16,1,0
"1184","桃園市","營造業","土砂、岩石","物體倒塌、崩塌",2016-08-16,1,0
"1185","雲林縣","製造業","挖土機","被撞",2016-08-18,1,0
"1186","台中市","製造業","升降機","衝撞",2016-08-19,1,0
"1187","台中市","支援服務業","輸配電線路","墜落、滾落",2016-08-20,1,0
"1188","雲林縣","批發及零售業","已包裝貨物(飲料)","墜落、滾落",2016-08-22,1,0
"1189","新竹縣","營造業","輸配電線路","感電",2016-08-22,1,1
"1190","桃園市","營造業","開口部分","墜落、滾落",2016-08-22,1,0
"1191","桃園市","營造業","開口部分","墜落、滾落",2016-08-22,1,0
"1192","高雄市","營造業","工作臺","墜落、滾落",2016-08-23,1,0
"1193","高雄市","支援服務業","動力鏟類設備","被夾、被捲",2016-08-24,1,0
"1194","台北市","用水供應及污染整治業","其他","溺斃",2016-08-25,1,0
"1195","新竹市","營造業","開口部分","墜落、滾落",2016-08-26,1,0
"1196","台中市","電力及燃氣供應業","金屬材料","物體倒塌、崩塌",2016-08-27,1,0
"1197","台南市","製造業","開口處","墜落、滾落",2016-08-29,1,0
"1198","台中市","其他服務業","輸配電線路","感電",2016-08-30,1,0
"1199","桃園市","營造業","開口部分","墜落、滾落",2016-09-01,1,0
"1200","桃園市","專業、科學及技術服務業","施工架","墜落、滾落",2016-09-02,1,0
"1201","台南市","營造業","營建物","墜落、滾落",2016-09-02,1,0
"1202","花蓮縣","營造業","其他","其他交通事故",2016-09-03,1,0
"1203","新北市","營造業","開口部分","墜落、滾落",2016-09-04,1,0
"1204","彰化縣","製造業","衝床","墜落、滾落",2016-09-05,1,0
"1205","新竹縣","農、林、漁、牧業","立木","物體倒塌、崩塌",2016-09-06,1,0
"1206","高雄市","批發及零售業","未包裝貨物(結晶石板)空工作車","物體倒塌、崩塌",2016-09-06,1,0
"1207","新北市","支援服務業","開口","墜落、滾落",2016-09-08,1,0
"1208","台中市","製造業","輸配電線路","感電",2016-09-09,1,0
"1209","屏東縣","營造業","樓梯","墜落、滾落",2016-09-09,1,0
"1210","高雄市","營造業","土石、岩石","物體倒塌、崩塌",2016-09-10,1,0
"1211","台中市","製造業","電力設備","感電",2016-09-12,1,1
"1212","台中市","專業、科學及技術服務業","開口部分","墜落、滾落",2016-09-18,1,0
"1213","台北市","營造業","屋頂","墜落、滾落",2016-09-21,1,0
"1214","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2016-09-22,1,0
"1215","台東縣","營造業","其他","感電",2016-09-22,1,0
"1216","台中市","製造業","其他(合成樹脂壓縮版(康貝特版)Phenolic Compact Laminate)","被夾、被捲",2016-09-22,1,0
"1217","台東縣","電力及燃氣供應業","其他/高空作業車","墜落、滾落",2016-09-23,1,0
"1218","彰化縣","製造業","屋頂","墜落、滾落",2016-09-23,1,0
"1219","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-09-23,1,0
"1220","新北市","營造業","其他","其他交通事故",2016-09-27,1,0
"1221","苗栗縣","製造業","屋頂、屋架、樑","墜落、滾落",2016-09-29,1,0
"1222","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-09-30,1,0
"1223","新北市","營造業","其他","墜落、滾落",2016-09-30,1,0
"1224","連江縣","營造業","施工架","墜落、滾落",2016-09-30,1,0
"1225","宜蘭縣","營造業","手工具(自攻機)","感電",2016-10-02,1,0
"1226","台中市","製造業","屋頂、屋架、樑","墜落、滾落",2016-10-03,1,0
"1227","台南市","製造業","開口部分","墜落、滾落",2016-10-04,1,0
"1228","台南市","製造業","屋頂、屋架、樑","墜落、滾落",2016-10-05,1,0
"1229","高雄市","運輸及倉儲業","堆高機","被撞",2016-10-06,1,0
"1230","新竹縣","製造業","屋頂","墜落、滾落",2016-10-08,1,0
"1231","南科","專業、科學及技術服務業","事業內軌道裝置","被夾、被捲",2016-10-10,1,0
"1232","竹科","專業、科學及技術服務業","其他","感電",2016-10-11,1,0
"1233","苗栗縣","運輸及倉儲業","其他(曳引車附掛拖車)","墜落、滾落",2016-10-11,1,0
"1234","中科","電力及燃氣供應業","其他","被夾、被捲",2016-10-13,1,0
"1235","桃園市","支援服務業","不能分類","無法歸類者",2016-10-17,1,0
"1236","雲林縣","製造業","堆高機","墜落、滾落",2016-10-18,0,3
"1237","台北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-10-18,1,0
"1238","新北市","營造業","開口部分","墜落、滾落",2016-10-21,1,0
"1239","台南市","製造業","屋頂、屋架、樑","墜落、滾落",2016-10-22,1,0
"1240","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2016-10-24,1,0
"1241","台南市","不動產業","施工架","墜落、滾落",2016-10-24,1,0
"1242","台中市","製造業","開口部分","墜落、滾落",2016-10-24,1,0
"1243","新竹縣","農、林、漁、牧業","立木","墜落、滾落",2016-10-25,1,0
"1244","台中市","製造業","開口部分","墜落、滾落",2016-10-24,1,0
"1245","台北市","營造業","梯子等","墜落、滾落",2016-10-26,1,0
"1246","新竹縣","支援服務業","移動梯","墜落、滾落",2016-10-27,1,0
"1247","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2016-10-27,1,0
"1248","雲林縣","其他服務業","合梯","墜落、滾落",2016-10-31,1,0
"1249","屏東縣","營造業","屋頂、屋架、樑","墜落、滾落",2016-11-04,1,0
"1250","新北市","營造業","未包裝貨物","物體飛落",2016-11-05,1,0
"1251","桃園市","營造業","施工架","墜落、滾落",2016-11-07,1,0
"1252","高雄市","營造業","營建物","物體倒塌、崩塌",2016-11-09,1,0
"1253","南投縣","營造業","施工架","墜落、滾落",2016-11-09,1,0
"1254","經加處","營造業","施工架","墜落、滾落",2016-11-11,1,0
"1255","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2016-11-11,1,0
"1256","宜蘭縣","製造業","屋頂","墜落、滾落",2016-11-11,1,0
"1257","南投縣","專業、科學及技術服務業","蜂","與有害物等之接觸",2016-11-12,1,0
"1258","桃園市","營造業","有害物","與有害物等之接觸",2016-11-17,1,3
"1259","台中市","營造業","石頭、砂、小石子","物體飛落",2016-11-17,1,0
"1260","苗栗縣","製造業","待查","墜落、滾落",2016-11-17,1,0
"1261","花蓮縣","營造業","開口部分","墜落、滾落",2016-11-18,1,0
"1262","新北市","批發及零售業","木材","物體飛落",2016-11-19,1,0
"1263","高雄市","製造業","電力設備","感電",2016-11-21,1,0
"1264","桃園市","營造業","動力鏟類設備","物體飛落",2016-11-21,1,0
"1265","彰化縣","製造業","施工架","墜落、滾落",2016-11-22,1,2
"1266","桃園市","營造業","開口部分","墜落、滾落",2016-11-24,1,0
"1267","彰化縣","營造業","工作台踏板","墜落、滾落",2016-11-24,1,0
"1268","新北市","營造業","開口部分","墜落、滾落",2016-11-28,1,0
"1269","台南市","公共行政及國防；強制性社會安全","水","溺斃",2016-11-30,1,0
"1270","高雄市","製造業","金屬材料","物體倒塌、崩塌",2016-11-30,1,0
"1271","台南市","營造業","屋頂、屋架樑","墜落、滾落",2016-11-30,1,0
"1272","嘉義縣","製造業","屋頂","墜落、滾落",2016-12-02,1,0
"1273","新北市","製造業","未包裝貨物","物體倒塌、崩塌",2016-12-05,1,0
"1274","竹科","營造業","土砂、岩石","物體倒塌、崩塌",2016-12-05,1,0
"1275","新北市","營造業","屋頂","墜落、滾落",2016-12-06,1,0
"1276","台南市","營造業","屋頂","墜落、滾落",2016-12-07,1,0
"1277","新北市","運輸及倉儲業","開口部分","墜落、滾落",2016-12-08,1,0
"1278","高雄市","營造業","屋頂","墜落、滾落",2016-12-08,1,0
"1279","台中市","製造業","動力鏟類設備(抓料機)","墜落、滾落",2016-12-09,1,0
"1280","桃園市","營造業","汽車","墜落、滾落",2016-12-11,1,0
"1281","桃園市","資訊及通訊傳播業","屋架(雨遮)","墜落、滾落",2016-12-12,1,0
"1282","台中市","運輸及倉儲業","待查","物體倒塌、崩塌",2016-12-15,1,0
"1283","苗栗縣","營造業","施工架","墜落、滾落",2016-12-16,1,0
"1284","新北市","製造業","屋頂","墜落、滾落",2016-12-18,1,0
"1285","台北市","批發及零售業","升降機","被夾、被捲",2016-12-20,1,0
"1286","新竹縣","專業、科學及技術服務業","汽車","其他交通事故",2016-12-20,1,0
"1287","桃園市","營造業","營建物","物體倒塌、崩塌",2016-12-21,5,0
"1288","台中市","製造業","其他(吹管機)","被撞",2016-12-22,1,0
"1289","雲林縣","營造業","屋頂、屋架、樑","墜落、滾落",2016-12-26,1,0
"1290","屏東縣","公共行政及國防；強制性社會安全","屋頂","墜落、滾落",2016-12-28,1,0
"1291","新北市","專業、科學及技術服務業","土砂、石","物體倒塌、崩塌",2016-12-28,1,0
"1292","新竹市","營造業","施工架","墜落、滾落",2016-12-28,1,0
"1293","新竹市","公共行政及國防；強制性社會安全","水肥車","被撞",2016-12-29,1,0
"1294","新竹市","批發及零售業","工作台","墜落、滾落",2016-12-29,1,0
"1295","宜蘭縣","製造業","有害物","與有害物等之接觸",2016-12-31,2,6
"1296","嘉義縣","營造業","工作台、踏板","溺斃",2016-12-31,1,0
"1297","台中市","營造業","樑","墜落、滾落",2014-01-03,1,0
"1298","台中市","營造業","施工架","墜落、滾落",2014-01-04,1,0
"1299","桃園縣","營造業","施工架","墜落、滾落",2014-01-04,1,0
"1300","台南市","製造業","通路","跌倒",2014-01-07,1,0
"1301","嘉義縣","製造業","其他","被夾、被捲",2014-01-08,1,0
"1302","桃園縣","批發及零售業","其他(營建機械)","墜落、滾落",2014-01-08,1,0
"1303","新北市","營造業","開口部分","墜落、滾落",2014-01-09,1,0
"1304","嘉義縣","製造業","引火性物質(苯磺酸)","火災",2014-01-10,1,1
"1305","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-01-10,1,0
"1306","新北市","營造業","梯子等(合梯)","墜落、滾落",2014-01-11,1,0
"1307","嘉義縣","營造業","工作台、踏板","墜落、滾落",2014-01-12,1,0
"1308","桃園縣","製造業","工作台、踏板 (移動式升降平台)","物體倒塌、崩塌",2014-01-14,1,0
"1309","台中市","製造業","屋頂、屋架、樑","墜落、滾落",2014-01-15,1,0
"1310","新北市","營造業","動力鏟類設備","被撞",2014-01-15,1,0
"1311","新竹縣","營造業","施工架","墜落、滾落",2014-01-16,1,0
"1312","宜蘭縣","營造業","施工架","墜落、滾落",2014-01-16,1,0
"1313","屏東縣","製造業","混合機及粉碎機","被夾、被捲",2014-01-16,1,0
"1314","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-01-17,1,0
"1315","台中市","營造業","施工架","墜落、滾落",2014-01-18,1,0
"1316","雲林縣","營造業","開口部分","墜落、滾落",2014-01-19,1,0
"1317","台中市","製造業","屋頂、屋架、樑","墜落、滾落",2014-01-21,1,0
"1318","新竹市","支援服務業","開口部分","墜落、滾落",2014-01-24,1,0
"1319","台中市","製造業","卡車 (砂石車)","被撞",2014-01-24,1,0
"1320","桃園縣","營造業","開口部分","墜落、滾落",2014-01-25,1,0
"1321","雲林縣","製造業","有害物","與有害物等之接觸",2014-01-26,1,0
"1322","高雄市","營造業","營建物","墜落、滾落",2014-01-26,1,0
"1323","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-01-26,1,0
"1324","高雄市","製造業","開口部分","墜落、滾落",2014-01-27,1,0
"1325","宜蘭縣","製造業","金屬材料","跌倒",2014-01-27,1,0
"1326","桃園縣","製造業","有害物(氰化氫)","與有害物等之接觸",2014-01-28,1,0
"1327","高雄市","營造業","金屬材料","物體飛落",2014-01-29,1,0
"1328","宜蘭縣","農林漁牧業","其他","與有害物等之接觸",2014-02-02,1,8
"1329","台中市","運輸及倉儲業","工作台、踏板","墜落、滾落",2014-02-06,1,0
"1330","桃園縣","營造業","動力鏟類設備","被夾、被捲",2014-02-07,1,0
"1331","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-02-11,1,0
"1332","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-02-12,1,0
"1333","台北市","營造業","移動式起重機","墜落、滾落",2014-02-13,1,0
"1334","嘉義市","批發及零售業","營建物","墜落、滾落",2014-02-20,1,0
"1335","高雄市","製造業","工作台、踏板","墜落、滾落",2014-02-21,1,0
"1336","桃園縣","營造業","移動式起重機","墜落、滾落",2014-02-22,1,0
"1337","新北市","批發及零售業","卡車","被夾、被捲",2014-02-24,1,0
"1338","台北市","營造業","施工架","墜落、滾落",2014-02-25,1,0
"1339","彰化縣","營造業","施工架","墜落、滾落",2014-02-25,1,0
"1340","嘉義市","營造業","梯子","墜落、滾落",2014-02-26,1,0
"1341","高雄市","製造業","高空工作車","墜落、滾落",2014-02-27,1,0
"1342","嘉義縣","製造業","升降機","墜落、滾落",2014-03-01,1,0
"1343","新北市","運輸及倉儲業","其他","感電",2014-03-02,1,0
"1344","新北市","製造業","傳動軸","被夾、被捲",2014-03-03,1,0
"1345","新北市","營造業","施工架","墜落、滾落",2014-03-03,1,0
"1346","高雄市","運輸及倉儲業","其他(貨物)","物體倒塌、崩塌",2014-03-03,1,0
"1347","桃園縣","營造業","開口部分","墜落、滾落",2014-03-04,1,0
"1348","宜蘭縣","營造業","開口部分","墜落、滾落",2014-03-06,1,0
"1349","屏東縣","住宿及餐飲業","其他(電動錘)","感電",2014-03-08,1,0
"1350","台北市","營造業","開口部分","溺斃",2014-03-10,1,0
"1351","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2014-03-14,1,0
"1352","新北市","營造業","開口部分","墜落、滾落",2014-03-15,1,0
"1353","新北市","營造業","金屬材料","物體飛落",2014-03-15,1,0
"1354","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-03-16,1,0
"1355","雲林縣","製造業","輸送帶","被夾、被捲",2014-03-17,1,0
"1356","桃園縣","營造業","屋頂、屋架、樑","墜落、滾落",2014-03-17,1,0
"1357","台中市","製造業","其他設備(爐、窯等)","與高溫、低溫之接觸",2014-03-19,1,0
"1358","基隆市","營造業","合梯","墜落、滾落",2014-03-19,1,0
"1359","嘉義市","營造業","施工架","墜落、滾落",2014-03-19,1,0
"1360","苗栗縣","營造業","支撐架","物體倒塌、崩塌",2014-03-22,1,2
"1361","彰化縣","營造業","其他","物體飛落",2014-03-24,1,0
"1362","新北市","資訊及通訊傳播業","屋頂","墜落、滾落",2014-03-24,1,0
"1363","新北市","營造業","其他(混凝土塊)","物體飛落",2014-03-25,1,0
"1364","台中市","營造業","手工具","被刺、割、擦傷",2014-03-25,1,0
"1365","台北市","電力及燃氣供應業","可燃性氣體","爆炸",2014-03-26,1,3
"1366","新北市","營造業","支撐架","墜落、滾落",2014-03-27,1,0
"1367","台南市","營造業","開口部分","墜落、滾落",2014-03-29,1,0
"1368","高雄市","批發及零售業","屋頂、屋架、樑","墜落、滾落",2014-03-29,1,0
"1369","宜蘭縣","農林漁牧業","水","溺斃",2014-03-30,1,0
"1370","高雄市","製造業","堆高機","被撞",2014-03-30,1,0
"1371","台中市","用水供應及污染整治業","輸送帶","被夾、被捲",2014-03-31,1,0
"1372","彰化縣","製造業","其他","物體飛落",2014-04-01,1,0
"1373","雲林縣","製造業","開口部分","墜落、滾落",2014-04-02,1,0
"1374","南投縣","營造業","汽車","其他交通事故",2014-04-02,1,0
"1375","嘉義市","批發及零售業","金屬材料","物體倒塌、崩塌",2014-04-03,1,0
"1376","宜蘭縣","運輸及倉儲業","火車","被撞",2014-04-04,1,0
"1377","桃園縣","營造業","通路","跌倒",2014-04-04,1,0
"1378","苗栗縣","運輸及倉儲業","金屬材料","被撞",2014-04-06,1,0
"1379","高雄市","營造業","屋頂","墜落、滾落",2014-04-08,1,0
"1380","台中市","電力及燃氣供應業","營建物(電線桿)","墜落、滾落",2014-04-09,1,0
"1381","苗栗縣","製造業","其他","與高溫、低溫之接觸",2014-04-09,2,2
"1382","桃園縣","不動產業","開口部分","墜落、滾落",2014-04-09,1,0
"1383","屏東縣","農林漁牧業","其他(汽車)","感電",2014-04-10,1,0
"1384","桃園縣","資訊及通訊傳播業","其他(電桿)","墜落、滾落",2014-04-11,1,0
"1385","竹科","批發及零售業","開口部分","墜落、滾落",2014-04-14,1,0
"1386","台北市","營造業","合梯","墜落、滾落",2014-04-15,1,0
"1387","彰化縣","營造業","移動式起重機","被撞",2014-04-15,1,0
"1388","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2014-04-16,1,0
"1389","台東縣","營造業","營建物","墜落、滾落",2014-04-17,1,0
"1390","桃園縣","製造業","金屬材料(模具)","物體飛落",2014-04-18,1,0
"1391","雲林縣","用水供應及污染整治業","有害物","與有害物等之接觸",2014-04-19,1,0
