"","county","industry","medium","injury_type","injury_date","death","injuries"
"1","新竹縣","電力及燃氣供應業","動力鏟類設備","被撞",2013-01-04,1,0
"2","台南市","製造業","離子清洗機","被夾、被捲",2013-01-04,1,0
"3","高雄市","營造業","施工架","墜落、滾落",2013-01-04,1,0
"4","台中市","營造業","施工架","墜落、滾落",2013-01-05,1,0
"5","台南市","營造業","開口部分","墜落、滾落",2013-01-05,1,0
"6","高雄市","製造業","開口部分","墜落、滾落",2013-01-05,1,0
"7","高雄市","製造業","合梯","墜落、滾落",2013-01-06,1,0
"8","台中市","營造業","屋頂","墜落、滾落",2013-01-07,1,0
"9","嘉義縣","其他服務業","梯子","墜落、滾落",2013-01-07,1,0
"10","台北市","營造業","合梯","墜落、滾落",2013-01-07,1,0
"11","台中市","營造業","施工架","墜落、滾落",2013-01-08,1,0
"12","桃園縣","製造業","堆高機","被夾、被捲",2013-01-08,1,0
"13","新竹縣","製造業","生料結塊","物體飛落",2013-01-11,1,0
"14","台北市","營造業","開口部分","墜落、滾落",2013-01-12,1,0
"15","高雄市","製造業","電氣箱","物體倒塌、崩塌",2013-01-14,1,0
"16","高雄市","營造業","施工架","墜落、滾落",2013-01-14,1,0
"17","台南市","營造業","梯子","墜落、滾落",2013-01-15,1,0
"18","台南市","批發及零售業","其他危險物","爆炸",2013-01-18,1,1
"19","高雄市","電力及燃氣供應業","開口部分","墜落、滾落",2013-01-18,1,0
"20","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2013-01-19,1,0
"21","高雄市","營造業","施工架","墜落、滾落",2013-01-20,1,0
"22","高雄市","營造業","施工架","墜落、滾落",2013-01-22,1,0
"23","高雄市","製造業","液化石油氣","火災",2013-01-22,1,0
"24","台東縣","營造業","施工架","墜落、滾落",2013-01-23,1,0
"25","台中市","營造業","其他營建用機械(挖土機)","墜落、滾落",2013-01-24,1,0
"26","高雄市","營造業","卡車","其他交通事故",2013-01-24,1,0
"27","桃園縣","製造業","施工架","墜落、滾落",2013-01-26,1,0
"28","高雄市","製造業","挖土機","被撞",2013-01-29,1,0
"29","彰化縣","營造業","動力鏟類設備","被撞",2013-01-30,1,0
"30","台南市","營造業","屋頂","墜落、滾落",2013-01-30,1,0
"31","屏東縣","營造業","屋頂","墜落、滾落",2013-01-31,1,1
"32","高雄市","運輸及倉儲業","未包裝貨物","墜落、滾落",2013-02-05,1,0
"33","台中市","運輸及倉儲業","貨車","被撞",2013-02-06,1,0
"34","新北市","運輸及倉儲業","門檻","衝撞",2013-02-07,1,1
"35","宜蘭縣","營造業","易燃液體","火災",2013-02-07,1,2
"36","台中市","營造業","開口部分","墜落、滾落",2013-02-08,1,0
"37","桃園縣","製造業","其他(分條機)","被夾、被捲",2013-02-08,1,0
"38","新北市","製造業","可燃性氣體","爆炸",2013-02-12,0,1
"39","台中市","營造業","梯子等","衝撞",2013-02-14,1,0
"40","屏東縣","營造業","移動式起重機","墜落、滾落",2013-02-17,1,0
"41","新北市","製造業","化學設備","爆炸",2013-02-17,1,0
"42","台南市","營造業","鋼鈑","物體倒塌、崩塌",2013-02-18,1,0
"43","嘉義縣","製造業","輸送帶","被夾、被捲",2013-02-20,1,0
"44","新北市","製造業","卡車","墜落、滾落",2013-02-21,1,0
"45","新竹市","營造業","開口部分","墜落、滾落",2013-02-23,1,0
"46","台北市","營造業","支撐架","物體倒塌、崩塌",2013-02-24,1,0
"47","高雄市","營造業","營建物","墜落、滾落",2013-02-24,1,0
"48","新北市","營造業","開口部分","墜落、滾落",2013-02-26,1,0
"49","雲林縣","營造業","施工架","物體倒塌、崩塌",2013-02-26,1,0
"50","花蓮縣","營造業","動力鏟類設備","被撞",2013-02-27,1,0
"51","雲林縣","製造業","輸送機","被夾、被捲",2013-03-01,1,0
"52","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2013-03-01,1,0
"53","桃園縣","製造業","傳動輪","被夾、被捲",2013-03-02,1,0
"54","南投縣","營造業","卡車","被撞",2013-03-02,1,0
"55","嘉義縣","營造業","營建物","墜落、滾落",2013-03-04,1,0
"56","台東縣","營造業","已包裝貨物","被撞",2013-03-04,1,0
"57","台中市","製造業","開口部分","墜落、滾落",2013-03-05,1,0
"58","屏東縣","用水供應及污染整治業","水","溺斃",2013-03-05,1,0
"59","新竹縣","營造業","施工架","墜落、滾落",2013-03-06,1,0
"60","台南市","營造業","屋頂","墜落、滾落",2013-03-06,1,0
"61","高雄市","營造業","梯子等","墜落、滾落",2013-03-06,1,0
"62","高雄市","運輸及倉儲業","移動式起重機","墜落、滾落",2013-03-10,1,0
"63","南投縣","運輸及倉儲業","帶運機","墜落、滾落",2013-03-14,1,0
"64","新北市","營造業","屋頂","墜落、滾落",2013-03-14,1,0
"65","台東縣","礦業及土石採取業","碎石機","被夾、被捲",2013-03-16,1,0
"66","苗栗縣","製造業","抽砂機引擎","物體倒塌、崩塌",2013-03-16,1,0
"67","花蓮縣","營造業","屋頂","墜落、滾落",2013-03-20,1,0
"68","屏東縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-03-23,1,0
"69","桃園縣","營造業","屋頂","墜落、滾落",2013-03-23,1,0
"70","桃園縣","營造業","電力設備","感電",2013-03-24,1,0
"71","新北市","製造業","金屬材料","物體飛落",2013-03-25,1,0
"72","桃園縣","製造業","金屬材料","跌倒",2013-03-25,1,0
"73","高雄市","營造業","合梯","墜落、滾落",2013-03-26,1,0
"74","台東縣","營造業","營建物(C型鋼)","物體飛落",2013-03-29,1,1
"75","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2013-03-30,1,0
"76","桃園縣","營造業","開口部分","墜落、滾落",2013-04-02,1,0
"77","雲林縣","製造業","絞纜器","被夾、被捲",2013-04-03,1,0
"78","台中市","運輸及倉儲業","火車","被撞",2013-04-04,1,0
"79","高雄市","製造業","屋頂","墜落、滾落",2013-04-05,1,0
"80","新北市","營造業","開口部分","墜落、滾落",2013-04-05,1,0
"81","新北市","營造業","開口部分","墜落、滾落",2013-04-07,1,0
"82","彰化縣","運輸及倉儲業","輸配電線路","感電",2013-04-09,1,0
"83","新北市","營造業","支撐架","墜落、滾落",2013-04-10,1,0
"84","桃園縣","製造業","開口部分","墜落、滾落",2013-04-11,1,0
"85","新北市","營造業","屋頂","墜落、滾落",2013-04-11,1,0
"86","苗栗縣","製造業","吹瓶機械","被夾、被捲",2013-04-11,1,0
"87","新北市","營造業","施工架","墜落、滾落",2013-04-16,1,0
"88","桃園縣","製造業","粉碎機","被夾、被捲",2013-04-18,1,0
"89","台南市","製造業","衝床","物體飛落",2013-04-18,1,0
"90","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2013-04-19,1,0
"91","台中市","營造業","鋼樑","墜落、滾落",2013-04-19,1,0
"92","新竹市","營造業","屋頂","墜落、滾落",2013-04-22,1,0
"93","台南市","不動產業","施工架","墜落、滾落",2013-04-24,1,0
"94","台中市","營造業","輸配電線路","感電",2013-04-25,1,0
"95","高雄市","住宿及餐飲業","合梯","墜落、滾落",2013-04-25,1,0
"96","新竹縣","營造業","梯子等","墜落、滾落",2013-04-26,1,0
"97","桃園縣","製造業","印刷機","物體倒塌、崩塌",2013-05-02,1,0
"98","嘉義縣","資訊及通訊傳播業","其他","其他",2013-05-04,2,0
"99","台中市","營造業","屋頂、屋架、樑","墜落、滾落",2013-05-05,1,0
"100","高雄市","營造業","開口部分","墜落、滾落",2013-05-07,1,0
"101","苗栗縣","營造業","樓梯","墜落、滾落",2013-05-10,1,0
"102","嘉義縣","製造業","鐵水","與高溫、低溫之接觸",2013-05-11,1,0
"103","台中市","營造業","開口部分","墜落、滾落",2013-05-15,1,0
"104","花蓮縣","電力及燃氣供應業","水","溺斃",2013-05-15,1,0
"105","宜蘭縣","營造業","梯子","墜落、滾落",2013-05-16,1,0
"106","新北市","營造業","輸配電線路","感電",2013-05-17,1,0
"107","桃園縣","營造業","起重機","被撞",2013-05-18,1,0
"108","南投縣","製造業","紙捲","物體飛落",2013-05-21,1,0
"109","台南市","營造業","施工架","物體倒塌、崩塌",2013-05-22,2,0
"110","台中市","製造業","熱水","與高溫、低溫之接觸",2013-05-22,1,0
"111","高雄市","製造業","水","溺斃",2013-05-23,1,0
"112","屏東縣","營造業","電弧熔接","感電",2013-05-23,1,0
"113","高雄市","批發及零售業","木材","物體飛落",2013-05-25,1,0
"114","台南市","製造業","金屬材料","物體倒塌、崩塌",2013-05-25,1,0
"115","高雄市","製造業","採光罩","墜落、滾落",2013-05-27,1,0
"116","桃園縣","製造業","其他","與有害物等之接觸",2013-05-27,1,0
"117","嘉義縣","營造業","預拌混凝土車","公路交通事故",2013-05-29,1,0
"118","台南市","製造業","吊掛鉤具","被夾、被捲",2013-05-29,1,0
"119","台中市","製造業","油壓式裁切機","被夾、被捲",2013-05-30,1,0
"120","雲林縣","運輸及倉儲業","堆高機","被撞",2013-05-30,1,0
"121","桃園縣","不動產業","營建物(磚牆)","物體倒塌、崩塌",2013-05-30,1,0
"122","新北市","營造業","汽車","公路交通事故",2013-05-31,1,0
"123","屏東縣","營造業","輸配電線路","感電",2013-06-04,1,0
"124","南投縣","電力及燃氣供應業","營建物(電線桿)","墜落、滾落",2013-06-05,1,0
"125","台南市","營造業","施工架","物體倒塌、崩塌",2013-06-06,1,1
"126","台南市","製造業","金屬材料","物體倒塌、崩塌",2013-06-10,1,0
"127","台中市","支援服務業","其他設備","墜落、滾落",2013-06-11,1,0
"128","雲林縣","製造業","採光浪板","墜落、滾落",2013-06-12,1,0
"129","台中市","製造業","爐渣車","墜落、滾落",2013-06-12,1,0
"130","新北市","運輸及倉儲業","電力設備","感電",2013-06-13,1,0
"131","基隆市","公共行政及國防；強制性社會安全","汽車、公共汽車","公路交通事故",2013-06-14,1,0
"132","嘉義縣","營造業","梯子","墜落、滾落",2013-06-16,1,0
"133","桃園縣","營造業","卡車","其他交通事故",2013-06-17,1,0
"134","基隆市","用水供應及污染整治業","無媒介物","其他",2013-06-17,1,0
"135","桃園縣","營造業","合梯","墜落、滾落",2013-06-19,1,0
"136","高雄市","營造業","通道","跌倒",2013-06-19,1,0
"137","高雄市","製造業","工作台","墜落、滾落",2013-06-20,1,0
"138","高雄市","運輸及倉儲業","已包裝貨物","墜落、滾落",2013-06-20,1,0
"139","桃園縣","製造業","支撐架","物體倒塌、崩塌",2013-06-20,1,0
"140","新竹縣","營造業","輸配電線路","感電",2013-06-21,1,0
"141","台南市","製造業","噴塗設備","被夾、被捲",2013-06-25,1,0
"142","高雄市","營造業","屋頂","墜落、滾落",2013-06-27,1,0
"143","高雄市","營造業","金屬材料","被刺、割、擦傷",2013-06-28,1,0
"144","台南市","批發及零售業","其他(震動過濾機)","感電",2013-06-30,1,0
"145","嘉義縣","營造業","落石","物體飛落",2013-07-01,1,0
"146","屏東縣","營造業","施工架","墜落、滾落",2013-07-01,1,0
"147","新北市","支援服務業","高空工作車","墜落、滾落",2013-07-01,1,0
"148","新北市","營造業","屋頂、屋架、樑","墜落、滾落",2013-07-02,1,0
"149","台北市","營造業","其他媒介物","墜落、滾落",2013-07-03,1,0
"150","高雄市","製造業","壓力容器","物體破裂",2013-07-04,1,0
"151","嘉義縣","製造業","輸配電線路","感電",2013-07-04,1,0
"152","台北市","製造業","屋頂","墜落、滾落",2013-07-05,1,0
"153","桃園縣","營造業","堆高機","墜落、滾落",2013-07-05,1,0
"154","基隆市","營造業","升降機","墜落、滾落",2013-07-06,1,0
"155","新北市","營造業","無媒介物","其他",2013-07-06,1,0
"156","桃園縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-07-07,1,0
"157","台南市","營造業","高空工作車","墜落、滾落",2013-07-08,1,0
"158","台中市","營造業","營建物(直立塑膠管)","被刺、割、擦傷",2013-07-09,1,0
"159","台中市","營造業","無媒介物","跌倒",2013-07-09,1,0
"160","高雄市","營造業","開口部分","墜落、滾落",2013-07-12,1,0
"161","宜蘭縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-07-14,1,0
"162","新竹縣","電力及燃氣供應業","輸配電線路","感電",2013-07-15,1,0
"163","新北市","營造業","輸配電線路","感電",2013-07-15,1,0
"164","新北市","製造業","採光塑膠板","墜落、滾落",2013-07-16,1,0
"165","高雄市","製造業","貨車(車斗)","被撞",2013-07-16,1,0
"166","高雄市","製造業","拖板車","其他交通事故",2013-07-18,1,0
"167","花蓮縣","營造業","施工架","墜落、滾落",2013-07-19,1,0
"168","桃園縣","製造業","有害物","與有害物等之接觸",2013-07-19,1,0
"169","新竹市","營造業","輸配電線路","感電",2013-07-20,1,0
"170","基隆市","用水供應及污染整治業","輸送帶","被夾、被捲",2013-07-20,1,0
"171","桃園縣","營造業","開口部分","墜落、滾落",2013-07-20,1,1
"172","南投縣","營造業","開口部分","墜落、滾落",2013-07-22,1,0
"173","桃園縣","製造業","採光浪板","墜落、滾落",2013-07-22,1,0
"174","彰化縣","運輸及倉儲業","堆高機","物體倒塌、崩塌",2013-07-23,1,0
"175","桃園縣","營造業","施工架","墜落、滾落",2013-07-23,1,0
"176","桃園縣","製造業","屋頂","墜落、滾落",2013-07-24,1,0
"177","桃園縣","製造業","水","溺斃",2013-07-25,1,0
"178","苗栗縣","製造業","離心機","被夾、被捲",2013-07-25,1,0
"179","苗栗縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-07-27,1,0
"180","苗栗縣","礦業及土石採取業","鏈鉗","被撞",2013-07-27,1,0
"181","台中市","營造業","動力鏟類設備","被撞",2013-07-29,1,0
"182","台南市","營造業","屋頂","墜落、滾落",2013-07-29,1,0
"183","台南市","營造業","施工架","墜落、滾落",2013-07-30,1,0
"184","高雄市","製造業","有害物(硫化氫)","與有害物等之接觸",2013-07-30,1,3
"185","高雄市","營造業","營建物","墜落、滾落",2013-07-30,1,0
"186","嘉義市","批發及零售業","堆高機","被撞",2013-07-30,1,0
"187","桃園縣","製造業","梯子等","墜落、滾落",2013-07-31,1,0
"188","新北市","製造業","捲線機","被夾、被捲",2013-07-31,1,0
"189","台中市","營造業","施工架","墜落、滾落",2013-07-31,1,0
"190","高雄市","製造業","動力鏟類設備(挖土機)","被撞",2013-07-31,1,0
"191","新北市","營造業","屋頂","墜落、滾落",2013-07-31,1,0
"192","台中市","營造業","梯子","墜落、滾落",2013-08-01,1,0
"193","桃園縣","營造業","施工架","墜落、滾落",2013-08-02,1,0
"194","南投縣","營造業","輸配電線路","感電",2013-08-03,1,0
"195","台中市","其他服務業","屋頂","墜落、滾落",2013-08-03,1,0
"196","新北市","營造業","開口部分","墜落、滾落",2013-08-05,1,0
"197","台中市","營造業","開口部分","墜落、滾落",2013-08-05,1,0
"198","桃園縣","製造業","電弧熔接","感電",2013-08-06,1,0
"199","高雄市","營造業","屋頂","墜落、滾落",2013-08-06,1,0
"200","彰化縣","營造業","開口部分","墜落、滾落",2013-08-08,1,0
"201","新竹縣","製造業","其他(研磨機)","物體飛落",2013-08-08,1,0
"202","桃園縣","營造業","營建物(鋼軌樁)","被撞",2013-08-11,1,0
"203","高雄市","營造業","施工架","物體飛落",2013-08-11,1,0
"204","彰化縣","製造業","電弧熔接設備(交流電焊機)","感電",2013-08-13,1,0
"205","高雄市","營造業","施工架","墜落、滾落",2013-08-15,1,0
"206","基隆市","營造業","鏟土機","被夾、被捲",2013-08-16,1,0
"207","桃園縣","製造業","手工具","感電",2013-08-19,1,0
"208","南投縣","專業、科學及技術服務業","開口部分","墜落、滾落",2013-08-24,1,0
"209","桃園縣","營造業","開口部分","墜落、滾落",2013-08-24,1,0
"210","新北市","製造業","輸配電線路","感電",2013-08-25,1,0
"211","台北市","用水供應及污染整治業","開口部分","墜落、滾落",2013-08-26,1,0
"212","屏東縣","礦業及土石採取業","卡車(曳引車)","被撞",2013-08-26,1,0
"213","苗栗縣","製造業","電力設備","感電",2013-08-27,1,0
"214","雲林縣","營造業","梯子","墜落、滾落",2013-08-27,1,0
"215","台中市","製造業","鐵板","物體倒塌、崩塌",2013-08-28,1,0
"216","基隆市","製造業","輸配電線路","感電",2013-08-31,1,0
"217","苗栗縣","營造業","營建物(磚牆)","物體倒塌、崩塌",2013-09-03,1,0
"218","宜蘭縣","營造業","土砂、岩石","物體倒塌、崩塌",2013-09-03,1,0
"219","台中市","營造業","開口部分","墜落、滾落",2013-09-03,1,0
"220","新北市","營造業","金屬材料","物體倒塌、崩塌",2013-09-03,1,0
"221","台南市","營造業","水","溺斃",2013-09-05,1,0
"222","屏東縣","礦業及土石採取業","其他(鏟裝車)","墜落、滾落",2013-09-05,1,0
"223","新北市","營造業","輸配電線路","感電",2013-09-06,1,0
"224","台北市","營造業","工作台、踏板","墜落、滾落",2013-09-07,1,0
"225","新北市","營造業","屋頂","墜落、滾落",2013-09-07,1,0
"226","台中市","製造業","屋頂、屋架、樑(鋼樑)","墜落、滾落",2013-09-08,1,0
"227","彰化縣","製造業","水","溺斃",2013-09-08,1,0
"228","台中市","營造業","屋頂、屋架、樑(屋頂塑膠採光罩)","墜落、滾落",2013-09-10,1,0
"229","屏東縣","營造業","土砂、岩石","物體倒塌、崩塌",2013-09-10,1,0
"230","台中市","營造業","施工架","墜落、滾落",2013-09-12,1,0
"231","新北市","營造業","火車","被撞",2013-09-12,1,0
"232","台北市","營造業","其他(電氣設備)","火災",2013-09-12,1,2
"233","新竹縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-09-12,1,0
"234","桃園縣","製造業","有害物(氯氣)","與有害物等之接觸",2013-09-13,0,2
"235","彰化縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-09-13,1,0
"236","屏東縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-09-13,1,0
"237","台中市","製造業","堆高機","被夾、被捲",2013-09-14,1,0
"238","嘉義縣","農林漁牧業","水","溺斃",2013-09-14,1,0
"239","苗栗縣","批發及零售業","營建物","物體倒塌、崩塌",2013-09-17,1,0
"240","新竹縣","營造業","屋頂、屋架、樑(擋土支撐鋼樑)","墜落、滾落",2013-09-17,1,0
"241","新北市","支援服務業","樓梯、梯道","墜落、滾落",2013-09-22,1,0
"242","屏東縣","製造業","屋頂、屋架、樑(屋頂塑膠採光板)","墜落、滾落",2013-09-23,1,0
"243","桃園縣","營造業","開口部分","墜落、滾落",2013-09-24,1,0
"244","新北市","運輸及倉儲業","未包裝貨物(金屬機台)","物體飛落",2013-09-24,1,0
"245","新竹市","營造業","屋頂","墜落、滾落",2013-09-26,1,0
"246","嘉義縣","農林漁牧業","水","溺斃",2013-09-26,1,0
"247","台東縣","營造業","合梯","墜落、滾落",2013-09-27,1,0
"248","台北市","營造業","工作台、踏板","墜落、滾落",2013-09-29,1,0
"249","雲林縣","營造業","開口部分","墜落、滾落",2013-10-01,1,0
"250","台南市","營造業","開口部分","墜落、滾落",2013-10-02,1,0
"251","彰化縣","營造業","木材","物體飛落",2013-10-03,1,0
"252","嘉義縣","營造業","卡車","墜落、滾落",2013-10-03,1,0
"253","宜蘭縣","營造業","工作台、踏板","墜落、滾落",2013-10-03,1,0
"254","桃園縣","營造業","梯子等","墜落、滾落",2013-10-03,1,0
"255","宜蘭縣","營造業","開口部分","墜落、滾落",2013-10-04,1,0
"256","桃園縣","製造業","其他(壓鑄機)","被夾、被捲",2013-10-05,1,0
"257","桃園縣","製造業","金屬材料(模具)","被撞",2013-10-08,1,0
"258","桃園縣","營造業","開口部分","墜落、滾落",2013-10-08,1,0
"259","南科","營造業","施工架","墜落、滾落",2013-10-08,1,0
"260","高雄市","製造業","屋頂、屋架、樑","墜落、滾落",2013-10-09,1,0
"261","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2013-10-11,1,0
"262","南科","營造業","輸配電線路","感電",2013-10-12,1,0
"263","台北市","營造業","鋼樑","墜落、滾落",2013-10-12,1,0
"264","桃園縣","製造業","開口部分","墜落、滾落",2013-10-13,1,0
"265","彰化縣","製造業","其他媒介物(不銹鋼門)","物體倒塌、崩塌",2013-10-14,1,0
"266","屏東縣","電力及燃氣供應業","輸配電線路","感電",2013-10-15,1,0
"267","雲林縣","製造業","有害物(酚液)","與有害物等之接觸",2013-10-16,1,0
"268","台中市","批發及零售業","梯子等(繩梯)","墜落、滾落",2013-10-18,1,0
"269","台中市","製造業","起重機","被撞",2013-10-18,1,0
"270","高雄市","運輸及倉儲業","頂樓","墜落、滾落",2013-10-19,1,0
"271","新北市","營造業","屋頂","墜落、滾落",2013-10-20,1,0
"272","桃園縣","營造業","開口部分","墜落、滾落",2013-10-21,1,0
"273","嘉義縣","運輸及倉儲業","火車","墜落、滾落",2013-10-22,1,0
"274","高雄市","農林漁牧業","材料(瀝青)","與高溫、低溫之接觸",2013-10-24,0,5
"275","台南市","農林漁牧業","水","溺斃",2013-10-24,1,0
"276","南投縣","製造業","屋頂","墜落、滾落",2013-10-26,1,0
"277","基隆市","用水供應及污染整治業","汽車、公共汽車","其他交通事故",2013-10-28,1,0
"278","南投縣","製造業","壓力容器","與高溫、低溫之接觸",2013-10-28,1,0
"279","彰化縣","製造業","其他(回收破碎機)","被夾、被捲",2013-10-31,1,0
"280","彰化縣","用水供應及污染整治業","動力鏟類設備","被夾、被捲",2013-11-02,1,0
"281","花蓮縣","電力及燃氣供應業","開口部分","墜落、滾落",2013-11-05,1,0
"282","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2013-11-07,1,0
"283","台中市","營造業","升降機","被夾、被捲",2013-11-08,1,0
"284","台南市","營造業","屋頂、屋架、樑","墜落、滾落",2013-11-09,1,0
"285","台中市","用水供應及污染整治業","動力搬機械(鏟土機)","被撞",2013-11-11,1,0
"286","彰化縣","營造業","施工架","墜落、滾落",2013-11-11,1,0
"287","高雄市","製造業","其他(自動存取機)","衝撞",2013-11-12,1,0
"288","高雄市","營造業","輸配電線路","感電",2013-11-15,1,0
"289","台南市","營造業","屋頂、屋架、樑(塑膠採光罩)","墜落、滾落",2013-11-16,1,0
"290","南投縣","製造業","輸送機","被夾、被捲",2013-11-19,1,0
"291","桃園縣","營造業","屋頂","墜落、滾落",2013-11-20,1,0
"292","高雄市","營造業","營建物(磚牆)","物體倒塌、崩塌",2013-11-23,1,0
"293","南投縣","營造業","營建物","物體倒塌、崩塌",2013-11-26,1,0
"294","新北市","營造業","營建物","物體飛落",2013-11-27,1,0
"295","台中市","製造業","其他","物體倒塌、崩塌",2013-11-29,1,0
"296","台北市","批發及零售業","梯子等","墜落、滾落",2013-11-29,1,0
"297","桃園縣","製造業","卡車","其他交通事故",2013-11-29,1,0
"298","高雄市","營造業","其他(起重機鋼索)","墜落、滾落",2013-11-30,1,0
"299","新北市","營造業","其他","墜落、滾落",2013-12-04,1,0
"300","台南市","營造業","營建物(圍牆)","墜落、滾落",2013-12-06,1,0
"301","高雄市","營造業","施工架","墜落、滾落",2013-12-09,1,0
"302","台南市","製造業","屋頂、屋架、樑","墜落、滾落",2013-12-10,1,0
"303","台南市","營造業","施工架","墜落、滾落",2013-12-11,1,0
"304","經加處","製造業","其他(大理石板)","物體倒塌、崩塌",2013-12-12,1,0
"305","台中市","製造業","其他(缺氧)","與有害物等之接觸",2013-12-13,1,0
"306","台東縣","營造業","屋頂、屋架、樑","墜落、滾落",2013-12-14,1,0
"307","台南市","製造業","工作台","墜落、滾落",2013-12-16,1,0
"308","高雄市","營造業","屋頂、屋架、樑","墜落、滾落",2013-12-16,1,0
"309","新竹市","營造業","施工架","物體飛落",2013-12-16,1,0
"310","台中市","支援服務業","梯子等","墜落、滾落",2013-12-19,1,0
"311","桃園縣","製造業","開口部分","墜落、滾落",2013-12-23,1,0
